Ward,Suburb,Property_Code,Park_Name,Node_Id,Node_Name,Item_Id,Item_Type,Item_Description,Easting,Northing,Long,Lat
WYNNUM MANLY,MANLY WEST,D0529,HEERS PARK,20923,HEERS PK PLAYGROUND,20926,TAP COMBINATION,Bubbler & Tap,515944,6962385,153.1613657,-27.46197263
WYNNUM MANLY,MANLY WEST,D1591,LEWIS PLACE PARK,20690,BALANCE OF PARK,100553,TAP COMBINATION,Bubbler & Tap,515421,6961958,153.156078,-27.46583361
WYNNUM MANLY,WYNNUM,D0002,GREENE PARK,21846,BALANCE OF PARK,48463,TAP COMBINATION,Bubbler & 2 taps,517131,6965290,153.173338,-27.43573193
WYNNUM MANLY,WYNNUM,D0006,KITCHENER PARK,21040,BALANCE OF PARK,163817,BUBBLER/DRINKING FOUNTAIN,Bubbler,516478,6964366,153.1667433,-27.44408185
WYNNUM MANLY,WYNNUM,D0516,ELANORA PARK,21011,ELANORA PK DOG OFF LEASH AREA,163513,TAP COMBINATION,Bubbler 2 taps & dog bowl,516560,6966312,153.1675465,-27.42651238
WYNNUM MANLY,WYNNUM,D0516,ELANORA PARK,21011,ELANORA PK DOG OFF LEASH AREA,163515,TAP COMBINATION,Bubbler 2 taps & dog bowl,516603,6966216,153.1679829,-27.42737854
WYNNUM MANLY,WYNNUM,D0523,MORETON BAY LIONS PARK,20959,REG COSSARD PLAYGROUND,178915,TAP COMBINATION,Bubbler & 2 taps,516761,6963514,153.1696188,-27.45177023
WYNNUM MANLY,WYNNUM,D0524,WYNNUM MEMORIAL PARK,20951,MUDDIES CRICKET & RECREATION CLUB FACILITY,188283,TAP COMBINATION,Bubbler & Tap,517222,6963317,153.1742868,-27.45354299
WYNNUM MANLY,WYNNUM,D0524,WYNNUM MEMORIAL PARK,20954,BALANCE OF PARK,45574,TAP COMBINATION,Bubbler & Tap,517227,6963326,153.1743373,-27.45346167
WYNNUM MANLY,WYNNUM,D0995,WYNNUM WADING POOL PARK,24454,WATERPLAY PICNIC AREA,9263,BUBBLER/DRINKING FOUNTAIN,Drinking Fountain,517400,6964620,153.1760695,-27.44177727
WYNNUM MANLY,WYNNUM,D0995,WYNNUM WADING POOL PARK,24454,WATERPLAY PICNIC AREA,76121,TAP COMBINATION,Bubbler & Tap,517368,6964648,153.1757453,-27.44152489
WYNNUM MANLY,WYNNUM,D0995,WYNNUM WADING POOL PARK,24454,WATERPLAY PICNIC AREA,76096,TAP COMBINATION,Bubbler & Tap,517373,6964649,153.1757959,-27.4415158
WYNNUM MANLY,WYNNUM,D0995,WYNNUM WADING POOL PARK,24453,WADING POOL PICNIC AREA,76094,TAP COMBINATION,Drinking fountain and dog tap,517437,6964564,153.1764447,-27.44228236
WYNNUM MANLY,WYNNUM,D0995,WYNNUM WADING POOL PARK,20836,BALANCE OF PARK,75841,TAP COMBINATION,drinking fountain and dog tap,517570,6964505,153.1777914,-27.4428133
WYNNUM MANLY,WYNNUM,D0995,WYNNUM WADING POOL PARK,20836,BALANCE OF PARK,75880,TAP COMBINATION,Bubbler & 2 taps,517792,6964291,153.1800409,-27.4447424
WYNNUM MANLY,WYNNUM,D1246,BREAKWATER PARK,27583,BREAKWATER PK PICNIC AREA,76684,TAP COMBINATION,Wheel chair accessible fountain with dog tap & bowl,517214,6965231,153.1741787,-27.43626353
WYNNUM MANLY,WYNNUM WEST,D0003,PRIMROSE PARK,21058,PRIMROSE PK PICNIC AREA,26718,TAP COMBINATION,Bubbler & Tap,515556,6964686,153.1574094,-27.44120375
WYNNUM MANLY,WYNNUM WEST,D0658,KIANAWAH ROAD PARK (NO.330),20871,BALANCE OF PARK,180004,BUBBLER/DRINKING FOUNTAIN,Drinking Fountain,514535,6962908,153.1470993,-27.45726679
WYNNUM MANLY,WYNNUM WEST,D0658,KIANAWAH ROAD PARK (NO.330),23988,ROPLEY RD PICNIC AREA,180052,TAP COMBINATION,Bubbler & Tap,514483,6962896,153.1465732,-27.45737568
WYNNUM MANLY,WYNNUM WEST,D0658,KIANAWAH ROAD PARK (NO.330),20868,BRISBANE BAYSIDE STEAM RAILWAY,123057,TAP COMBINATION,Bubbler & Tap,514602,6962515,153.1477821,-27.46081407
WYNNUM MANLY,WYNNUM WEST,D1842,EVELYN ROAD PARK,24111,EVELYN RD DOG OFF LEASH AREA,123073,TAP COMBINATION,Bubbler & Tap,514334,6963519,153.1450579,-27.45175283
WYNNUM MANLY,WYNNUM WEST,D1842,EVELYN ROAD PARK,20696,BALANCE OF PARK,123041,TAP COMBINATION,Bubbler & Tap,514357,6963505,153.1452908,-27.45187898
WYNNUM MANLY,WYNNUM WEST,D1909,DASYURE PLACE PARK,30377,DASYURE PLACE PLAYGROUND,123233,MAINTENANCE TAP,Spring loaded,514930,6962449,153.1511025,-27.46140635
BRACKEN RIDGE,BALD HILLS,D0219,JOHN STEWART MEMORIAL PARK,12313,BALANCE OF PARK,121132,TAP COMBINATION,1 fountain 2 taps,500861,6977363,153.0087034,-27.32684315
BRACKEN RIDGE,BALD HILLS,D0219,JOHN STEWART MEMORIAL PARK,12311,JOHN STEWART MEMORIAL PK PLAYGROUND,120974,TAP COMBINATION,2 taps 1 fountain,500905,6977425,153.0091481,-27.32628337
BRACKEN RIDGE,BALD HILLS,D0660,CANTERBURY PARK,12252,CANTERBURY PK DOG OFF LEASH AREA,77752,TAP COMBINATION,"Bubbler, tap & dog bowl",500713,6979836,153.0072059,-27.30451652
BRACKEN RIDGE,BALD HILLS,D0660,CANTERBURY PARK,12251,BALD HILLS JR CRICKET CLUB FACILITY,77733,TAP COMBINATION,Bubbler & Tap,500738,6979653,153.0074587,-27.30616867
BRACKEN RIDGE,BALD HILLS,D0660,CANTERBURY PARK,26667,CANTERBURY PK BIKEWAY & PATH NETWORK,77791,TAP COMBINATION,"Bubbler, tap & dog bowl",500828,6979804,153.0083682,-27.30480536
BRACKEN RIDGE,BALD HILLS,D0660,CANTERBURY PARK,26667,CANTERBURY PK BIKEWAY & PATH NETWORK,77786,TAP COMBINATION,"Bubbler, tap & dog bowl",500846,6979914,153.00855,-27.30381224
BRACKEN RIDGE,BALD HILLS,D0660,CANTERBURY PARK,12257,RUSH WORTH ST PICNIC AREA,77812,TAP COMBINATION,Bubbler & Tap,500875,6979660,153.0088433,-27.30610539
BRACKEN RIDGE,BALD HILLS,D0781,BERT WOLFE PARK,12205,BERT WOLFE PK PLAYGROUND,120792,TAP COMBINATION,Bubbler & Tap,500878,6978822,153.0088742,-27.31367102
BRACKEN RIDGE,BALD HILLS,D0826,KLUVER STREET LIONS PARK,12157,KLUVER ST PLAYGROUND,120867,BUBBLER/DRINKING FOUNTAIN,Knee height bubbler,501306,6978505,153.0132005,-27.31653261
BRACKEN RIDGE,BALD HILLS,D1075,GUS DAVIES PARK,12243,GUS DAVIES PK DOG OFF LEASH AREA,181187,TAP COMBINATION,"Bubbler, tap & dog bowl",501951,6979546,153.0197182,-27.30713349
BRACKEN RIDGE,BALD HILLS,D1075,GUS DAVIES PARK,12243,GUS DAVIES PK DOG OFF LEASH AREA,30805,TAP COMBINATION,"Bubbler, Tap and Dog Bowl - small dogs",501980,6979579,153.0200112,-27.30683552
BRACKEN RIDGE,BALD HILLS,D1084,THOMAS GRAY PARK,12235,BALANCE OF PARK,120870,BUBBLER/DRINKING FOUNTAIN,Knee height bubbler,501531,6979508,153.0154734,-27.3074771
BRACKEN RIDGE,BALD HILLS,D1252,TINCHI TAMBA WETLANDS RESERVE,31164,BALD HILLS SHARED PATHWAY NETWORK,77550,TAP COMBINATION,Bubbler & Tap,502496,6979595,153.0252262,-27.30669023
BRACKEN RIDGE,BRACKEN RIDGE,D0635,MCPHERSON PARK,12266,BRACKEN RIDGE DISTRICT CRICKET & ATHLETIC FACILITY,161921,BUBBLER/DRINKING FOUNTAIN,900mm trough with two bubblers,504173,6977904,153.0421809,-27.32195281
BRACKEN RIDGE,BRACKEN RIDGE,D0635,MCPHERSON PARK,12269,BALANCE OF PARK,77895,TAP COMBINATION,Bubbler & Tap,504118,6977973,153.0416247,-27.32133003
BRACKEN RIDGE,BRACKEN RIDGE,D0635,MCPHERSON PARK,12268,BRACKEN RIDGE GUIDES,77883,TAP COMBINATION,Bubbler & Tap,504122,6977871,153.0416655,-27.32225089
BRACKEN RIDGE,BRACKEN RIDGE,D0635,MCPHERSON PARK,24843,MODEL TRAIN CLUB,79462,TAP COMBINATION,Bubbler & Tap,504167,6977884,153.0421203,-27.32213339
BRACKEN RIDGE,BRACKEN RIDGE,D0635,MCPHERSON PARK,24843,MODEL TRAIN CLUB,79465,TAP COMBINATION,Bubbler & Tap,504180,6977858,153.0422518,-27.32236808
BRACKEN RIDGE,BRACKEN RIDGE,D0635,MCPHERSON PARK,24843,MODEL TRAIN CLUB,79467,TAP COMBINATION,Bubbler & Tap,504192,6977844,153.0423731,-27.32249444
BRACKEN RIDGE,BRACKEN RIDGE,D0635,MCPHERSON PARK,12269,BALANCE OF PARK,77906,TAP COMBINATION,Bubbler & Tap,504218,6977804,153.0426361,-27.32285549
BRACKEN RIDGE,BRACKEN RIDGE,D0718,FERGUSON PARK (BRACKEN RIDGE),12288,BALANCE OF PARK,78018,BUBBLER/DRINKING FOUNTAIN,Bubbler,503615,6978348,153.0365393,-27.31794588
BRACKEN RIDGE,BRACKEN RIDGE,D0718,FERGUSON PARK (BRACKEN RIDGE),12288,BALANCE OF PARK,22623,BUBBLER/DRINKING FOUNTAIN,Drinking Fountain,503659,6978339,153.036984,-27.31802702
BRACKEN RIDGE,BRACKEN RIDGE,D0779,C. SLAUGHTER PARK,12210,C SLAUGHTER PK PLAYGROUND,120714,BUBBLER/DRINKING FOUNTAIN,Bubbler,503546,6977355,153.0358447,-27.32691105
BRACKEN RIDGE,BRACKEN RIDGE,D1023,ISAAC BEST PARK,12220,ISAAC BEST PK ACTIVITY SPACE,120815,TAP COMBINATION,Bubbler & Tap,502068,6978225,153.0209029,-27.31905956
BRACKEN RIDGE,BRACKEN RIDGE,D1023,ISAAC BEST PARK,12218,BALANCE OF PARK,120813,TAP COMBINATION,Bubbler & Tap,502098,6978214,153.0212062,-27.31915883
BRACKEN RIDGE,BRACKEN RIDGE,D1174,WENDY TURNBULL PARK,12035,WENDY TURNBULL PK PLAYGROUND,120756,BUBBLER/DRINKING FOUNTAIN,Bowl style,503599,6976962,153.0363816,-27.33045898
BRACKEN RIDGE,BRACKEN RIDGE,D1260,ENBROOK PARKLAND,12103,BALANCE OF PARK,120697,TAP COMBINATION,Bubbler & Tap,502870,6976917,153.0290124,-27.33086697
BRACKEN RIDGE,BRACKEN RIDGE,D1394,BARRETT STREET PARK (WATER RESERVE),12130,BARRETT ST PICNIC AREA,77707,TAP COMBINATION,Bubbler & 2 taps,503106,6978109,153.0313951,-27.32010487
BRACKEN RIDGE,BRACKEN RIDGE,D1394,BARRETT STREET PARK (WATER RESERVE),12124,BARRETT ST RES DOG OFF LEASH AREA,30800,TAP COMBINATION,"Bubbler, tap & dog bowl",503121,6977982,153.031547,-27.32125141
BRACKEN RIDGE,BRACKEN RIDGE,D1394,BARRETT STREET PARK (WATER RESERVE),12124,BARRETT ST RES DOG OFF LEASH AREA,77659,TAP COMBINATION,Bubbler 2 taps & dog bowl,503205,6977956,153.0323962,-27.32148595
BRACKEN RIDGE,BRIDGEMAN DOWNS,D2030,TRAVORTEN DRIVE PARK,11976,BALANCE OF PARK,37678,BUBBLER/DRINKING FOUNTAIN,Drinking Fountain,500512,6976611,153.0051759,-27.33363251
BRACKEN RIDGE,CARSELDINE,D0217,ASPLEY REST PARK,12327,GRAHAM RD PLAYGROUND,143087,TAP COMBINATION,Bubbler & 2 taps,501519,6974151,153.0153588,-27.35584101
BRACKEN RIDGE,CARSELDINE,D0735,PHILIP VAUGHAN PARK,12281,BALANCE OF PARK,66038,TAP COMBINATION,Bubbler & Tap,500826,6973783,153.008352,-27.35916396
BRACKEN RIDGE,CARSELDINE,D0741,CHATEAU STREET PARK,12276,CHATEAU ST PLAYGROUND,152759,TAP COMBINATION,Bubbler & Tap,500833,6975168,153.0084219,-27.34665998
BRACKEN RIDGE,CARSELDINE,D0799,NILKERIE STREET PARK,12191,NILKERIE ST PICNIC AREA,152539,TAP COMBINATION,Bubbler & Tap,502502,6975211,153.0252959,-27.34626973
BRACKEN RIDGE,CARSELDINE,D0817,BENSARA PLACE PARK,12167,BENSARA PLACE PLAYGROUND,152752,TAP COMBINATION,Bubbler & Tap,500923,6974002,153.0093327,-27.35718674
BRACKEN RIDGE,CARSELDINE,D0821,MATTHEW GARDINER PARK,12161,BALANCE OF PARK,21034,BUBBLER/DRINKING FOUNTAIN,Drinking Fountain,502009,6974722,153.0203123,-27.35068531
BRACKEN RIDGE,CARSELDINE,D1082,MATISSE STREET PARK,26536,MATISSE ST PICNIC AREA,152625,TAP COMBINATION,Bubbler & Tap,502043,6975343,153.020655,-27.34507878
BRACKEN RIDGE,CARSELDINE,D1245,STRAWBERRY FARM PARK,12133,MC CALLUM ST PLAYGROUND,34536,TAP COMBINATION,Bubbler & Tap,501383,6974996,153.0139827,-27.34821237
BRACKEN RIDGE,CARSELDINE,D1576,PAT RAFTER PARK,12144,PAT RAFTER PK DOG OFF LEASH AREA,43113,TAP COMBINATION,"Bubbler, tap & dog bowl",500907,6975811,153.0091696,-27.34085483
BRACKEN RIDGE,CARSELDINE,D1576,PAT RAFTER PARK,21963,PAT RAFTER PK PICNIC AREA,48740,TAP COMBINATION,Bubbler & 2 taps,500934,6975753,153.0094426,-27.34137844
BRACKEN RIDGE,CARSELDINE,D3015,COWIE ROAD PARK,34004,PLAYGROUND,192780,BUBBLER/DRINKING FOUNTAIN,Diabled access Bubbler Apollo 800,501961,6975990,153.019825,-27.33923768
BRACKEN RIDGE,FITZGIBBON,D0804,BILL BROWN SPORTS RESERVE,34104,ROGHAN RD DOG OFF LEASH AREA,192983,BUBBLER/DRINKING FOUNTAIN,Bubbler with dog bowl,503443,6975968,153.0348075,-27.33943337
BRACKEN RIDGE,FITZGIBBON,D0804,BILL BROWN SPORTS RESERVE,12175,ROGHAN RD 'HIDDEN-WORLD' DISTRICT PLAYGROUND,143511,BUBBLER/DRINKING FOUNTAIN,Diabled access Bubbler,503469,6975950,153.0350704,-27.33959581
BRACKEN RIDGE,FITZGIBBON,D0804,BILL BROWN SPORTS RESERVE,23984,ROGHAN RD PICNIC AREA,72058,BUBBLER/DRINKING FOUNTAIN,Drinking Fountain,503543,6975955,153.0358185,-27.33955048
BRACKEN RIDGE,ZILLMERE,D0224,LEN TREZONA PARK,16428,LEN TREZONA PK PLAYGROUND,152655,TAP COMBINATION,Bubbler & Tap,503633,6973306,153.0367362,-27.36346579
DEAGON,BOONDALL,D0238,BOONDALL PARK,13393,BOONDALL PK DOG OFF LEASH AREA,117309,TAP COMBINATION,"Bubbler, tap & dog bowl",505544,6976120,153.0560471,-27.33805419
DEAGON,BOONDALL,D0238,BOONDALL PARK,13393,BOONDALL PK DOG OFF LEASH AREA,31683,TAP COMBINATION,"Bubbler, tap & dog bowl",505584,6976109,153.0564515,-27.33815333
DEAGON,BOONDALL,D0240,DONNA PHILP PARK,13383,HOLME AVE PICNIC AREA,31707,BUBBLER/DRINKING FOUNTAIN,Bubbler,506440,6974640,153.065113,-27.35141192
DEAGON,BOONDALL,D0240,DONNA PHILP PARK,13379,HOLME AVE PLAYGROUND,107817,TAP COMBINATION,Bubbler & 2 taps,506450,6974476,153.065215,-27.35289248
DEAGON,BOONDALL,D0727,FRANK SLEEMAN PARK,13236,BALANCE OF PARK,43173,BUBBLER/DRINKING FOUNTAIN,Bubbler,505820,6973570,153.0588495,-27.3610748
DEAGON,BOONDALL,D0960,KEPPEL STREET PARK,13118,KEPPEL ST PLAYGROUND,117341,TAP COMBINATION,Bubbler & 2 taps,505444,6975437,153.0550392,-27.34422082
DEAGON,BOONDALL,D1158,MULBEAM PARK,13068,MULBEAN PK PICNIC AREA,180466,BUBBLER/DRINKING FOUNTAIN,NULL,505259,6974636,153.0531723,-27.35145308
DEAGON,BOONDALL,D1158,MULBEAM PARK,13065,BALANCE OF PARK,108202,TAP COMBINATION,Bubbler & 2 taps,505254,6974589,153.0531219,-27.35187743
DEAGON,BOONDALL,D1158,MULBEAM PARK,13069,MULBEAM PK BASKETBALL/NETBALL FACILITY,108209,TAP COMBINATION,Bubbler & 2 taps,505317,6974559,153.0537591,-27.35214803
DEAGON,BOONDALL,D1158,MULBEAM PARK,13069,MULBEAM PK BASKETBALL/NETBALL FACILITY,108205,TAP COMBINATION,Bubbler & 2 taps,505328,6974598,153.0538701,-27.35179589
DEAGON,BOONDALL,D1158,MULBEAM PARK,13065,BALANCE OF PARK,108201,TAP COMBINATION,Bubbler & 2 taps,505332,6974647,153.0539103,-27.35135349
DEAGON,BOONDALL,D1470,NORTHUMBRIA ROAD PARK,13058,COLLEGE WAY DOG OFF LEASH AREA,107902,TAP COMBINATION,Bubbler & 2 taps,507240,6973945,153.0732057,-27.35768246
DEAGON,BOONDALL,D1470,NORTHUMBRIA ROAD PARK,13058,COLLEGE WAY DOG OFF LEASH AREA,107898,TAP COMBINATION,Bubbler & 2 taps,507244,6973963,153.0732461,-27.35751993
DEAGON,BOONDALL,D1470,NORTHUMBRIA ROAD PARK,13058,COLLEGE WAY DOG OFF LEASH AREA,30790,TAP COMBINATION,"Bubbler, tap & dog bowl",507259,6974031,153.0733973,-27.35690594
DEAGON,BOONDALL,D1470,NORTHUMBRIA ROAD PARK,27024,COLLEGE WAY PICNIC AREA,107969,TAP COMBINATION,Bubbler 2 taps & dog bowl,507303,6973988,153.0738425,-27.35729392
DEAGON,BRIGHTON,D0274,BRIGHTON PARK,13365,BRIGHTON PK PICNIC AREA,105376,TAP COMBINATION,Bubbler & 2 taps,506032,6982247,153.0609503,-27.2827364
DEAGON,BRIGHTON,D0275,DECKER PARK,13354,DECKER PK DOG OFF LEASH AREA,30125,TAP COMBINATION,"Bubbler, tap & dog bowl",506255,6981844,153.0632057,-27.28637377
DEAGON,BRIGHTON,D0275,DECKER PARK,13351,DECKER PK DISTRICT PLAYGROUND,106291,TAP COMBINATION,Bubbler & 2 taps,506373,6981854,153.064398,-27.28628294
DEAGON,BRIGHTON,D0275,DECKER PARK,33204,DECKER PK FORESHORE NTH PICNIC AREA,104982,TAP COMBINATION,Bubbler & 2 taps,506388,6981989,153.0645489,-27.28506406
DEAGON,BRIGHTON,D0275,DECKER PARK,33204,DECKER PK FORESHORE NTH PICNIC AREA,3728,TAP COMBINATION,Bubbler & Tap,506396,6981960,153.0646298,-27.28532585
DEAGON,BRIGHTON,D0279,TENTH AVENUE PARK,13316,BALANCE OF PARK,3943,BUBBLER/DRINKING FOUNTAIN,Drinking Fountain,506394,6979548,153.0646222,-27.30710189
DEAGON,BRIGHTON,D0281,SANDGATE THIRD LAGOON RESERVE,13377,BASKERVILLE RD (PEACE PK) PICNIC AREA,78777,TAP COMBINATION,Bubbler & Tap,505392,6979272,153.0544966,-27.30959799
DEAGON,BRIGHTON,D0281,SANDGATE THIRD LAGOON RESERVE,13377,BASKERVILLE RD (PEACE PK) PICNIC AREA,78771,TAP COMBINATION,Bubbler & Tap,505507,6979207,153.0556591,-27.31018436
DEAGON,DEAGON,D0283,DEAGON SPORTSGROUND PARK,13284,SANDGATE - REDCLIFFE DISTRICT CRICKET FACILITY,38240,TAP COMBINATION,Bubbler & Tap,506170,6977901,153.0623667,-27.32197234
DEAGON,DEAGON,D0283,DEAGON SPORTSGROUND PARK,13285,BALANCE OF PARK,32006,TAP COMBINATION,Bubbler & Tap,506256,6978041,153.0632352,-27.32070801
DEAGON,DEAGON,D0291,STANLEY PARK,13214,STANLEY PK PLAYGROUND,15957,TAP COMBINATION,Bubbler & Tap,506542,6977550,153.0661287,-27.3251395
DEAGON,SANDGATE,D0276,SANDGATE FORESHORES PARK,13344,SANDGATE SWIMMING POOL,75542,BUBBLER/DRINKING FOUNTAIN,NULL,506794,6978993,153.068668,-27.31211061
DEAGON,SANDGATE,D0276,SANDGATE FORESHORES PARK,13337,BALANCE OF PARK,106095,BUBBLER/DRINKING FOUNTAIN,Drinking fountain with bowl and drain,507413,6978082,153.0749299,-27.32033207
DEAGON,SANDGATE,D0276,SANDGATE FORESHORES PARK,13341,SHORNCLIFFE PIER (PLAYGROUND) PICNIC AREA,106930,BUBBLER/DRINKING FOUNTAIN,Drinking fountain with bowl and drain,508317,6977761,153.0840696,-27.32322492
DEAGON,SANDGATE,D0276,SANDGATE FORESHORES PARK,27527,SHORNCLIFFE PIER METROPOLITAN PLAYGROUND,11218,BUBBLER/DRINKING FOUNTAIN,Drinking Fountain,508373,6977701,153.084636,-27.32376627
DEAGON,SANDGATE,D0276,SANDGATE FORESHORES PARK,13337,BALANCE OF PARK,3824,BUBBLER/DRINKING FOUNTAIN,Drinking Fountain,508537,6977041,153.0862984,-27.32972384
DEAGON,SANDGATE,D0276,SANDGATE FORESHORES PARK,27529,FRANK DOYLE PK PICNIC AREA,32050,BUBBLER/DRINKING FOUNTAIN,Drinking Fountain,508624,6977108,153.0871774,-27.32911841
DEAGON,SANDGATE,D0276,SANDGATE FORESHORES PARK,27545,RAAF WWII PK PICNIC AREA (BRIGHTON),105337,TAP COMBINATION,Bubbler & Tap,506400,6981120,153.0646747,-27.29290953
DEAGON,SANDGATE,D0276,SANDGATE FORESHORES PARK,13337,BALANCE OF PARK,106759,TAP COMBINATION,Bubbler & 2 taps,506505,6979866,153.0657424,-27.3042304
DEAGON,SANDGATE,D0276,SANDGATE FORESHORES PARK,13337,BALANCE OF PARK,75478,TAP COMBINATION,Bubbler & Tap,506762,6979052,153.0683442,-27.31157811
DEAGON,SANDGATE,D0276,SANDGATE FORESHORES PARK,13337,BALANCE OF PARK,3823,TAP COMBINATION,Bubbler & Tap,506794,6978993,153.068668,-27.31211061
DEAGON,SANDGATE,D0276,SANDGATE FORESHORES PARK,13344,SANDGATE SWIMMING POOL,105951,TAP COMBINATION,Bubbler & Tap,506795,6979019,153.068678,-27.31187587
DEAGON,SANDGATE,D0276,SANDGATE FORESHORES PARK,13337,BALANCE OF PARK,105971,TAP COMBINATION,Bubbler & Tap,506815,6978897,153.0688808,-27.31297721
DEAGON,SANDGATE,D0276,SANDGATE FORESHORES PARK,27539,SANDGATE POOL PLAYSPACE,68754,TAP COMBINATION,"Flipper"""" special for poroject - basin & dog bowl",506835,6978911,153.0690829,-27.31285072
DEAGON,SANDGATE,D0276,SANDGATE FORESHORES PARK,13337,BALANCE OF PARK,105950,TAP COMBINATION,Bubbler & Tap,506861,6979036,153.0693449,-27.31172207
DEAGON,SANDGATE,D0276,SANDGATE FORESHORES PARK,27537,ARTHUR DAVIS PK PICNIC AREA,105947,TAP COMBINATION,Bubbler & Tap,506862,6978853,153.0693561,-27.31337422
DEAGON,SANDGATE,D0276,SANDGATE FORESHORES PARK,13337,BALANCE OF PARK,68743,TAP COMBINATION,"Flipper"""" special for poroject - basin & dog bowl",506873,6978773,153.0694677,-27.31409642
DEAGON,SANDGATE,D0276,SANDGATE FORESHORES PARK,27537,ARTHUR DAVIS PK PICNIC AREA,105948,TAP COMBINATION,Bubbler & Tap,506879,6978872,153.0695278,-27.3132026
DEAGON,SANDGATE,D0276,SANDGATE FORESHORES PARK,13337,BALANCE OF PARK,68748,TAP COMBINATION,"Flipper"""" special for poroject - basin & dog bowl",506997,6978583,153.0707221,-27.31581114
DEAGON,SANDGATE,D0276,SANDGATE FORESHORES PARK,13337,BALANCE OF PARK,33508,TAP COMBINATION,"Bubbler, tap & dog bowl",506997,6978583,153.0707221,-27.31581114
DEAGON,SANDGATE,D0276,SANDGATE FORESHORES PARK,25229,BRIGTON FORESHORE SHARED PATHWAY NETWORK,68742,TAP COMBINATION,"Flipper"""" special for poroject - basin & dog bowl",506997,6978583,153.0707221,-27.31581114
DEAGON,SANDGATE,D0276,SANDGATE FORESHORES PARK,13349,SANDGATE FORESHORE SHARED PATHWAY NETWORK,68744,TAP COMBINATION,"Flipper"""" special for poroject - basin & dog bowl",507091,6978477,153.0716728,-27.31676765
DEAGON,SANDGATE,D0276,SANDGATE FORESHORES PARK,13337,BALANCE OF PARK,68745,TAP COMBINATION,"Flipper"""" special for poroject - basin & dog bowl",507128,6978437,153.072047,-27.31712858
DEAGON,SANDGATE,D0276,SANDGATE FORESHORES PARK,27535,FLINDERS PDE (SECOND AVE) PICNIC AREA,3822,TAP COMBINATION,Bubbler & Tap,507192,6978338,153.0726945,-27.31802204
DEAGON,SANDGATE,D0276,SANDGATE FORESHORES PARK,13335,LOVERS WALK (SHORNCLIFFE),68755,TAP COMBINATION,"Flipper"""" special for poroject - basin & dog bowl",507192,6978338,153.0726945,-27.31802204
DEAGON,SANDGATE,D0276,SANDGATE FORESHORES PARK,27535,FLINDERS PDE (SECOND AVE) PICNIC AREA,68746,TAP COMBINATION,"Flipper"""" special for poroject - basin & dog bowl",507200,6978337,153.0727754,-27.31803102
DEAGON,SANDGATE,D0276,SANDGATE FORESHORES PARK,13337,BALANCE OF PARK,68750,TAP COMBINATION,"Flipper"""" special for poroject - basin & dog bowl",507429,6978065,153.0750917,-27.32048546
DEAGON,SANDGATE,D0276,SANDGATE FORESHORES PARK,13335,LOVERS WALK (SHORNCLIFFE),68749,TAP COMBINATION,"Flipper"""" special for poroject - basin & dog bowl",507764,6977900,153.0784789,-27.32197325
DEAGON,SANDGATE,D0276,SANDGATE FORESHORES PARK,13335,LOVERS WALK (SHORNCLIFFE),68752,TAP COMBINATION,"Flipper"""" special for poroject - basin & dog bowl",507976,6977881,153.0806219,-27.32214357
DEAGON,SANDGATE,D0276,SANDGATE FORESHORES PARK,13348,LOVERS WALK PICNIC AREA (SHORNCLIFFE),68753,TAP COMBINATION,"Flipper"""" special for poroject - basin & dog bowl",507976,6977881,153.0806219,-27.32214357
DEAGON,SANDGATE,D0276,SANDGATE FORESHORES PARK,13348,LOVERS WALK PICNIC AREA (SHORNCLIFFE),68751,TAP COMBINATION,"Flipper"""" special for poroject - basin & dog bowl",508063,6977897,153.0815012,-27.32199861
DEAGON,SANDGATE,D0276,SANDGATE FORESHORES PARK,13337,BALANCE OF PARK,104764,TAP COMBINATION,Bubbler & 2 taps,508609,6977071,153.087026,-27.32945254
DEAGON,SANDGATE,D0276,SANDGATE FORESHORES PARK,13334,CABBAGE TREE HEAD (SHORNCLIFFE) PATHWAY NETWORK,68756,TAP COMBINATION,"Flipper"""" special for poroject - basin & dog bowl",508624,6977108,153.0871774,-27.32911841
DEAGON,SANDGATE,D0284,SANDGATE SECOND LAGOON RESERVE,33186,SOUTHERDEN ST NTH PICNIC AREA,79521,TAP COMBINATION,Bubbler & Tap,506192,6978762,153.0625847,-27.31419898
DEAGON,SANDGATE,D0284,SANDGATE SECOND LAGOON RESERVE,13274,ROTARY PK (SOUTHERDEN ST) PICNIC AREA,78642,TAP COMBINATION,"Bubbler, tap & dog bowl",506267,6978208,153.0633456,-27.31920025
DEAGON,SANDGATE,D0284,SANDGATE SECOND LAGOON RESERVE,13276,DEAGON ST PICNIC AREA,38263,TAP COMBINATION,Bubbler & 2 Taps,506380,6978744,153.0644849,-27.31436062
DEAGON,SANDGATE,D0285,SANDGATE MEMORIAL PARK,15316,SANDGATE MEMORIAL,11144,BUBBLER/DRINKING FOUNTAIN,Drinking Fountain,506892,6978053,153.0696638,-27.32059661
DEAGON,SANDGATE,D0292,EINBUNPIN LAGOON PARK,13209,BALANCE OF PARK,181805,BUBBLER/DRINKING FOUNTAIN,Diabled access Bubbler Apollo 800,506785,6978185,153.0685815,-27.31940543
